Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
4.07116	Node12	0	1612	LastDelay	0.132658	132658	1	3
4.07116	Node12	0	1612	FullDelay	3.37941	3.37941e+06	5	3
4.07973	Node12	0	1649	LastDelay	0.132726	132726	1	3
4.07973	Node12	0	1649	FullDelay	3.03898	3.03898e+06	5	3
4.08829	Node12	0	1688	LastDelay	0.132544	132544	1	3
4.08829	Node12	0	1688	FullDelay	3.03779	3.03779e+06	5	3
4.09686	Node12	0	1725	LastDelay	0.132862	132862	1	3
4.09686	Node12	0	1725	FullDelay	3.03711	3.03711e+06	5	3
4.10543	Node12	0	1765	LastDelay	0.13268	132680	1	3
4.10543	Node12	0	1765	FullDelay	3.03568	3.03568e+06	5	3
4.114	Node12	0	1805	LastDelay	0.132498	132498	1	3
4.114	Node12	0	1805	FullDelay	3.03425	3.03425e+06	5	3
4.12257	Node12	0	1842	LastDelay	0.132816	132816	1	3
4.12257	Node12	0	1842	FullDelay	3.03357	3.03357e+06	5	3
4.13113	Node12	0	1881	LastDelay	0.132634	132634	1	3
4.13113	Node12	0	1881	FullDelay	3.03238	3.03238e+06	5	3
4.1397	Node12	0	1919	LastDelay	0.132702	132702	1	3
4.1397	Node12	0	1919	FullDelay	3.03145	3.03145e+06	5	3
4.14827	Node12	0	1957	LastDelay	0.13277	132770	1	3
4.14827	Node12	0	1957	FullDelay	3.03052	3.03052e+06	5	3
4.15684	Node12	0	1996	LastDelay	0.132588	132588	1	3
4.15684	Node12	0	1996	FullDelay	3.02934	3.02934e+06	5	3
4.16541	Node12	0	2035	LastDelay	0.132656	132656	1	3
4.16541	Node12	0	2035	FullDelay	3.02816	3.02816e+06	5	3
4.17397	Node12	0	2073	LastDelay	0.132724	132724	1	3
4.17397	Node12	0	2073	FullDelay	3.02722	3.02722e+06	5	3
4.18254	Node12	0	2111	LastDelay	0.132792	132792	1	3
4.18254	Node12	0	2111	FullDelay	3.02629	3.02629e+06	4	3
4.19111	Node12	0	2150	LastDelay	0.13261	132610	1	3
4.19111	Node12	0	2150	FullDelay	3.02511	3.02511e+06	4	3
4.19968	Node12	0	2187	LastDelay	0.132678	132678	1	3
4.19968	Node12	0	2187	FullDelay	3.02443	3.02443e+06	4	3
4.20825	Node12	0	2224	LastDelay	0.132746	132746	1	3
4.20825	Node12	0	2224	FullDelay	3.02375	3.02375e+06	4	3
4.21681	Node12	0	2262	LastDelay	0.132564	132564	1	3
4.21681	Node12	0	2262	FullDelay	3.02281	3.02281e+06	4	3
4.22538	Node12	0	2298	LastDelay	0.132882	132882	1	3
4.22538	Node12	0	2298	FullDelay	2.53688	2.53688e+06	4	3
4.23395	Node12	0	2336	LastDelay	0.1327	132700	1	3
4.23395	Node12	0	2336	FullDelay	2.53595	2.53595e+06	4	3
4.24252	Node12	0	2374	LastDelay	0.132518	132518	1	3
4.24252	Node12	0	2374	FullDelay	2.53502	2.53502e+06	4	3
4.25109	Node12	0	2410	LastDelay	0.132836	132836	1	3
4.25109	Node12	0	2410	FullDelay	2.53459	2.53459e+06	4	3
4.25965	Node12	0	2448	LastDelay	0.132654	132654	1	3
4.25965	Node12	0	2448	FullDelay	2.53365	2.53365e+06	4	3
4.26822	Node12	0	2485	LastDelay	0.132722	132722	1	3
4.26822	Node12	0	2485	FullDelay	2.53297	2.53297e+06	4	3
4.27679	Node12	0	2522	LastDelay	0.13279	132790	1	3
4.27679	Node12	0	2522	FullDelay	2.53229	2.53229e+06	4	3
4.28536	Node12	0	2562	LastDelay	0.132608	132608	1	3
4.28536	Node12	0	2562	FullDelay	2.53086	2.53086e+06	4	3
4.29393	Node12	0	2599	LastDelay	0.132676	132676	1	3
4.29393	Node12	0	2599	FullDelay	2.53018	2.53018e+06	4	3
4.30249	Node12	0	2636	LastDelay	0.132744	132744	1	3
4.30249	Node12	0	2636	FullDelay	2.52949	2.52949e+06	4	3
4.31106	Node12	0	2673	LastDelay	0.132812	132812	1	3
4.31106	Node12	0	2673	FullDelay	2.52881	2.52881e+06	4	3
4.31963	Node12	0	2711	LastDelay	0.13263	132630	1	3
4.31963	Node12	0	2711	FullDelay	2.52788	2.52788e+06	4	3
4.3282	Node12	0	2749	LastDelay	0.132448	132448	1	3
4.3282	Node12	0	2749	FullDelay	2.52695	2.52695e+06	3	3
4.33677	Node12	0	2784	LastDelay	0.132766	132766	1	3
4.33677	Node12	0	2784	FullDelay	2.52677	2.52677e+06	3	3
4.34533	Node12	0	2821	LastDelay	0.132584	132584	1	3
4.34533	Node12	0	2821	FullDelay	2.52608	2.52608e+06	3	3
4.3539	Node12	0	2856	LastDelay	0.132902	132902	1	3
4.3539	Node12	0	2856	FullDelay	2.5259	2.5259e+06	3	3
4.36247	Node12	0	2893	LastDelay	0.13272	132720	1	3
4.36247	Node12	0	2893	FullDelay	2.52522	2.52522e+06	3	3
4.37104	Node12	0	2930	LastDelay	0.132538	132538	1	3
4.37104	Node12	0	2930	FullDelay	2.52454	2.52454e+06	3	3
4.37961	Node12	0	2966	LastDelay	0.132856	132856	1	3
4.37961	Node12	0	2966	FullDelay	1.89311	1.89311e+06	3	3
4.38817	Node12	0	3003	LastDelay	0.132674	132674	1	3
4.38817	Node12	0	3003	FullDelay	1.89242	1.89242e+06	3	3
4.39674	Node12	0	3039	LastDelay	0.132742	132742	1	3
4.39674	Node12	0	3039	FullDelay	1.89199	1.89199e+06	3	3
4.40531	Node12	0	3076	LastDelay	0.13256	132560	1	3
4.40531	Node12	0	3076	FullDelay	1.89131	1.89131e+06	3	3
4.41388	Node12	0	3112	LastDelay	0.132628	132628	1	3
4.41388	Node12	0	3112	FullDelay	1.89088	1.89088e+06	3	3
4.42245	Node12	0	3148	LastDelay	0.132696	132696	1	3
4.42245	Node12	0	3148	FullDelay	1.89045	1.89045e+06	3	3
4.43101	Node12	0	3185	LastDelay	0.132514	132514	1	3
4.43101	Node12	0	3185	FullDelay	1.88976	1.88976e+06	3	3
4.43958	Node12	0	3220	LastDelay	0.132832	132832	1	3
4.43958	Node12	0	3220	FullDelay	1.88958	1.88958e+06	3	3
4.44815	Node12	0	3258	LastDelay	0.13265	132650	1	3
4.44815	Node12	0	3258	FullDelay	1.88865	1.88865e+06	3	3
4.45672	Node12	0	3295	LastDelay	0.132468	132468	1	3
4.45672	Node12	0	3295	FullDelay	1.88797	1.88797e+06	3	3
4.46529	Node12	0	3330	LastDelay	0.132786	132786	1	3
4.46529	Node12	0	3330	FullDelay	1.88779	1.88779e+06	3	3
4.47385	Node12	0	3367	LastDelay	0.132604	132604	1	3
4.47385	Node12	0	3367	FullDelay	1.8871	1.8871e+06	3	3
4.48242	Node12	0	3403	LastDelay	0.132672	132672	1	3
4.48242	Node12	0	3403	FullDelay	1.88667	1.88667e+06	3	3
4.49099	Node12	0	3439	LastDelay	0.13274	132740	1	3
4.49099	Node12	0	3439	FullDelay	1.88624	1.88624e+06	2	3
4.49956	Node12	0	3475	LastDelay	0.132558	132558	1	3
4.49956	Node12	0	3475	FullDelay	1.88581	1.88581e+06	2	3
4.50813	Node12	0	3510	LastDelay	0.132626	132626	1	3
4.50813	Node12	0	3510	FullDelay	1.88563	1.88563e+06	2	3
4.51669	Node12	0	3545	LastDelay	0.132694	132694	1	3
4.51669	Node12	0	3545	FullDelay	1.88544	1.88544e+06	2	3
4.52526	Node12	0	3580	LastDelay	0.132762	132762	1	3
4.52526	Node12	0	3580	FullDelay	1.88526	1.88526e+06	2	3
4.53383	Node12	0	3616	LastDelay	0.13258	132580	1	3
4.53383	Node12	0	3616	FullDelay	1.88483	1.88483e+06	2	3
4.5424	Node12	0	3651	LastDelay	0.132648	132648	1	3
4.5424	Node12	0	3651	FullDelay	1.1079	1.1079e+06	2	3
4.55097	Node12	0	3686	LastDelay	0.132716	132716	1	3
4.55097	Node12	0	3686	FullDelay	1.10772	1.10772e+06	2	3
4.55953	Node12	0	3722	LastDelay	0.132534	132534	1	3
4.55953	Node12	0	3722	FullDelay	1.10728	1.10728e+06	2	3
4.5681	Node12	0	3756	LastDelay	0.132852	132852	1	3
4.5681	Node12	0	3756	FullDelay	1.10735	1.10735e+06	2	3
4.57667	Node12	0	3792	LastDelay	0.13267	132670	1	3
4.57667	Node12	0	3792	FullDelay	1.10692	1.10692e+06	2	3
4.58524	Node12	0	3828	LastDelay	0.132488	132488	1	3
4.58524	Node12	0	3828	FullDelay	1.10649	1.10649e+06	2	3
4.59381	Node12	0	3862	LastDelay	0.132806	132806	1	3
4.59381	Node12	0	3862	FullDelay	1.10656	1.10656e+06	2	3
4.60237	Node12	0	3898	LastDelay	0.132624	132624	1	3
4.60237	Node12	0	3898	FullDelay	1.10612	1.10612e+06	2	3
4.61094	Node12	0	3933	LastDelay	0.132692	132692	1	3
4.61094	Node12	0	3933	FullDelay	1.10594	1.10594e+06	2	3
4.61951	Node12	0	3968	LastDelay	0.13276	132760	1	3
4.61951	Node12	0	3968	FullDelay	1.10576	1.10576e+06	2	3
4.62808	Node12	0	4004	LastDelay	0.132578	132578	1	3
4.62808	Node12	0	4004	FullDelay	1.10533	1.10533e+06	2	3
4.63665	Node12	0	4039	LastDelay	0.132646	132646	1	3
4.63665	Node12	0	4039	FullDelay	1.10515	1.10515e+06	2	3
4.64521	Node12	0	4074	LastDelay	0.132714	132714	1	3
4.64521	Node12	0	4074	FullDelay	1.10496	1.10496e+06	2	3
4.65378	Node12	0	4109	LastDelay	0.132782	132782	1	3
4.65378	Node12	0	4109	FullDelay	1.10478	1.10478e+06	2	3
4.66235	Node12	0	4343	LastDelay	0.1326	132600	1	3
4.66235	Node12	0	4343	FullDelay	0.1326	132600	1	3
4.67092	Node12	0	4377	LastDelay	0.132668	132668	1	3
4.67092	Node12	0	4377	FullDelay	0.132668	132668	1	3
4.67949	Node12	0	4411	LastDelay	0.132736	132736	1	3
4.67949	Node12	0	4411	FullDelay	0.132736	132736	1	3
4.68805	Node12	0	4446	LastDelay	0.132554	132554	1	3
4.68805	Node12	0	4446	FullDelay	0.132554	132554	1	3
4.69662	Node12	0	4479	LastDelay	0.132872	132872	1	3
4.69662	Node12	0	4479	FullDelay	0.132872	132872	1	3
4.70519	Node12	0	4514	LastDelay	0.13269	132690	1	3
4.70519	Node12	0	4514	FullDelay	0.13269	132690	1	3
4.71376	Node12	0	4549	LastDelay	0.132508	132508	1	3
4.71376	Node12	0	4549	FullDelay	0.132508	132508	1	3
4.72233	Node12	0	4582	LastDelay	0.132826	132826	1	3
4.72233	Node12	0	4582	FullDelay	0.132826	132826	1	3
4.73089	Node12	0	4617	LastDelay	0.132644	132644	1	3
4.73089	Node12	0	4617	FullDelay	0.132644	132644	1	3
4.73946	Node12	0	4651	LastDelay	0.132712	132712	1	3
4.73946	Node12	0	4651	FullDelay	0.132712	132712	1	3
4.74803	Node12	0	4685	LastDelay	0.13278	132780	1	3
4.74803	Node12	0	4685	FullDelay	0.13278	132780	1	3
4.7566	Node12	0	4720	LastDelay	0.132598	132598	1	3
4.7566	Node12	0	4720	FullDelay	0.132598	132598	1	3
4.76517	Node12	0	4754	LastDelay	0.132666	132666	1	3
4.76517	Node12	0	4754	FullDelay	0.132666	132666	1	3
4.77373	Node12	0	4788	LastDelay	0.132734	132734	1	3
4.77373	Node12	0	4788	FullDelay	0.132734	132734	1	3
4.7823	Node12	0	4822	LastDelay	0.132802	132802	1	3
4.7823	Node12	0	4822	FullDelay	0.132802	132802	1	3
4.79087	Node12	0	4857	LastDelay	0.13262	132620	1	3
4.79087	Node12	0	4857	FullDelay	0.13262	132620	1	3
4.79944	Node12	0	4891	LastDelay	0.132688	132688	1	3
4.79944	Node12	0	4891	FullDelay	0.132688	132688	1	3
4.80801	Node12	0	4925	LastDelay	0.132756	132756	1	3
4.80801	Node12	0	4925	FullDelay	0.132756	132756	1	3
4.81657	Node12	0	4960	LastDelay	0.132574	132574	1	3
4.81657	Node12	0	4960	FullDelay	0.132574	132574	1	3
4.82514	Node12	0	4993	LastDelay	0.132892	132892	1	3
4.82514	Node12	0	4993	FullDelay	0.132892	132892	1	3
4.8337	Node12	0	16	LastDelay	0.132702	132702	1	3
4.8337	Node12	0	16	FullDelay	4.8297	4.8297e+06	9	3
4.84226	Node12	0	61	LastDelay	0.132512	132512	1	3
4.84226	Node12	0	61	FullDelay	4.82701	4.82701e+06	9	3
4.85082	Node12	0	105	LastDelay	0.132572	132572	1	3
4.85082	Node12	0	105	FullDelay	4.82457	4.82457e+06	9	3
4.85938	Node12	0	148	LastDelay	0.132382	132382	1	3
4.85938	Node12	0	148	FullDelay	4.82238	4.82238e+06	9	3
4.86794	Node12	0	189	LastDelay	0.132692	132692	1	3
4.86794	Node12	0	189	FullDelay	4.82069	4.82069e+06	9	3
4.8765	Node12	0	233	LastDelay	0.132502	132502	1	3
4.8765	Node12	0	233	FullDelay	4.81825	4.81825e+06	8	3
4.88507	Node12	0	275	LastDelay	0.13257	132570	1	3
4.88507	Node12	0	275	FullDelay	4.81632	4.81632e+06	8	3
4.89364	Node12	0	316	LastDelay	0.132638	132638	1	3
4.89364	Node12	0	316	FullDelay	4.81464	4.81464e+06	8	3
4.90221	Node12	0	358	LastDelay	0.132706	132706	1	3
4.90221	Node12	0	358	FullDelay	4.81271	4.81271e+06	8	3
4.91077	Node12	0	400	LastDelay	0.132524	132524	1	3
4.91077	Node12	0	400	FullDelay	4.81077	4.81077e+06	8	3
4.91934	Node12	0	442	LastDelay	0.132592	132592	1	3
4.91934	Node12	0	442	FullDelay	4.80884	4.80884e+06	8	3
4.92791	Node12	0	483	LastDelay	0.13266	132660	1	3
4.92791	Node12	0	483	FullDelay	4.80716	4.80716e+06	8	3
4.93648	Node12	0	525	LastDelay	0.132728	132728	1	3
4.93648	Node12	0	525	FullDelay	4.80523	4.80523e+06	8	3
4.94505	Node12	0	569	LastDelay	0.132546	132546	1	3
4.94505	Node12	0	569	FullDelay	4.8028	4.8028e+06	8	3
4.95361	Node12	0	610	LastDelay	0.132864	132864	1	3
4.95361	Node12	0	610	FullDelay	4.80111	4.80111e+06	8	3
4.96218	Node12	0	653	LastDelay	0.132682	132682	1	3
4.96218	Node12	0	653	FullDelay	4.79893	4.79893e+06	8	3
4.97075	Node12	0	695	LastDelay	0.1325	132500	1	3
4.97075	Node12	0	695	FullDelay	4.797	4.797e+06	8	3
4.97932	Node12	0	735	LastDelay	0.132818	132818	1	3
4.97932	Node12	0	735	FullDelay	4.79557	4.79557e+06	8	3
4.98789	Node12	0	781	LastDelay	0.132636	132636	1	3
4.98789	Node12	0	781	FullDelay	4.79264	4.79264e+06	8	3
4.99645	Node12	0	822	LastDelay	0.132704	132704	1	3
4.99645	Node12	0	822	FullDelay	4.79095	4.79095e+06	8	3
5.00502	Node12	0	863	LastDelay	0.132772	132772	1	3
5.00502	Node12	0	863	FullDelay	4.78927	4.78927e+06	8	3
5.01359	Node12	0	907	LastDelay	0.13259	132590	1	3
5.01359	Node12	0	907	FullDelay	4.78684	4.78684e+06	8	3
5.02216	Node12	0	949	LastDelay	0.132658	132658	1	3
5.02216	Node12	0	949	FullDelay	4.78491	4.78491e+06	8	3
5.03073	Node12	0	991	LastDelay	0.132726	132726	1	3
5.03073	Node12	0	991	FullDelay	4.78298	4.78298e+06	8	3
5.03929	Node12	0	1033	LastDelay	0.132794	132794	1	3
5.03929	Node12	0	1033	FullDelay	4.54079	4.54079e+06	7	3
5.04786	Node12	0	1075	LastDelay	0.132612	132612	1	3
5.04786	Node12	0	1075	FullDelay	4.49036	4.49036e+06	7	3
5.05643	Node12	0	1115	LastDelay	0.13268	132680	1	3
5.05643	Node12	0	1115	FullDelay	4.48893	4.48893e+06	7	3
5.065	Node12	0	1155	LastDelay	0.132748	132748	1	3
5.065	Node12	0	1155	FullDelay	4.4875	4.4875e+06	7	3
5.07357	Node12	0	1197	LastDelay	0.132566	132566	1	3
5.07357	Node12	0	1197	FullDelay	4.48557	4.48557e+06	7	3
5.08213	Node12	0	1238	LastDelay	0.132884	132884	1	3
5.08213	Node12	0	1238	FullDelay	4.48388	4.48388e+06	7	3
5.0907	Node12	0	1279	LastDelay	0.132702	132702	1	3
5.0907	Node12	0	1279	FullDelay	4.4822	4.4822e+06	7	3
5.09927	Node12	0	1321	LastDelay	0.13252	132520	1	3
5.09927	Node12	0	1321	FullDelay	4.48027	4.48027e+06	7	3
5.10784	Node12	0	1360	LastDelay	0.132838	132838	1	3
5.10784	Node12	0	1360	FullDelay	4.47909	4.47909e+06	7	3
5.11641	Node12	0	1401	LastDelay	0.132656	132656	1	3
5.11641	Node12	0	1401	FullDelay	4.47741	4.47741e+06	7	3
5.12497	Node12	0	1442	LastDelay	0.132724	132724	1	3
5.12497	Node12	0	1442	FullDelay	4.47572	4.47572e+06	7	3
5.13354	Node12	0	1481	LastDelay	0.132792	132792	1	3
5.13354	Node12	0	1481	FullDelay	4.47454	4.47454e+06	6	3
5.14211	Node12	0	1522	LastDelay	0.13261	132610	1	3
5.14211	Node12	0	1522	FullDelay	4.47286	4.47286e+06	6	3
5.15068	Node12	0	1561	LastDelay	0.132678	132678	1	3
5.15068	Node12	0	1561	FullDelay	4.47168	4.47168e+06	6	3
5.15925	Node12	0	1602	LastDelay	0.132496	132496	1	3
5.15925	Node12	0	1602	FullDelay	4.47	4.47e+06	6	3
5.16781	Node12	0	1640	LastDelay	0.132814	132814	1	3
5.16781	Node12	0	1640	FullDelay	4.46906	4.46906e+06	6	3
5.17638	Node12	0	1681	LastDelay	0.132632	132632	1	3
5.17638	Node12	0	1681	FullDelay	4.12763	4.12763e+06	6	3
5.18495	Node12	0	1721	LastDelay	0.13245	132450	1	3
5.18495	Node12	0	1721	FullDelay	4.1262	4.1262e+06	6	3
5.19352	Node12	0	1760	LastDelay	0.132768	132768	1	3
5.19352	Node12	0	1760	FullDelay	4.12502	4.12502e+06	6	3
5.20209	Node12	0	1800	LastDelay	0.132586	132586	1	3
5.20209	Node12	0	1800	FullDelay	4.12359	4.12359e+06	6	3
5.21065	Node12	0	1838	LastDelay	0.132904	132904	1	3
5.21065	Node12	0	1838	FullDelay	4.12265	4.12265e+06	6	3
5.21922	Node12	0	1879	LastDelay	0.132722	132722	1	3
5.21922	Node12	0	1879	FullDelay	4.12097	4.12097e+06	6	3
5.22779	Node12	0	1920	LastDelay	0.13254	132540	1	3
5.22779	Node12	0	1920	FullDelay	4.11929	4.11929e+06	6	3
5.23636	Node12	0	1959	LastDelay	0.132608	132608	1	3
5.23636	Node12	0	1959	FullDelay	4.11811	4.11811e+06	6	3
5.24493	Node12	0	1998	LastDelay	0.132676	132676	1	3
5.24493	Node12	0	1998	FullDelay	4.11693	4.11693e+06	6	3
5.25349	Node12	0	2038	LastDelay	0.132744	132744	1	3
5.25349	Node12	0	2038	FullDelay	4.11549	4.11549e+06	6	3
5.26206	Node12	0	2079	LastDelay	0.132562	132562	1	3
5.26206	Node12	0	2079	FullDelay	4.11381	4.11381e+06	6	3
5.27063	Node12	0	2118	LastDelay	0.13263	132630	1	3
5.27063	Node12	0	2118	FullDelay	4.11263	4.11263e+06	5	3
5.2792	Node12	0	2156	LastDelay	0.132698	132698	1	3
5.2792	Node12	0	2156	FullDelay	4.1117	4.1117e+06	5	3
5.28777	Node12	0	2196	LastDelay	0.132516	132516	1	3
5.28777	Node12	0	2196	FullDelay	4.11027	4.11027e+06	5	3
5.29633	Node12	0	2233	LastDelay	0.132834	132834	1	3
5.29633	Node12	0	2233	FullDelay	4.10958	4.10958e+06	5	3
5.3049	Node12	0	2272	LastDelay	0.132652	132652	1	3
5.3049	Node12	0	2272	FullDelay	4.1084	4.1084e+06	5	3
5.31347	Node12	0	2311	LastDelay	0.13247	132470	1	3
5.31347	Node12	0	2311	FullDelay	3.62172	3.62172e+06	5	3
5.32204	Node12	0	2348	LastDelay	0.132788	132788	1	3
5.32204	Node12	0	2348	FullDelay	3.62104	3.62104e+06	5	3
5.33061	Node12	0	2387	LastDelay	0.132606	132606	1	3
5.33061	Node12	0	2387	FullDelay	3.61986	3.61986e+06	5	3
5.33917	Node12	0	2426	LastDelay	0.132674	132674	1	3
5.33917	Node12	0	2426	FullDelay	3.61867	3.61867e+06	5	3
5.34774	Node12	0	2464	LastDelay	0.132742	132742	1	3
5.34774	Node12	0	2464	FullDelay	3.61774	3.61774e+06	5	3
5.35631	Node12	0	2504	LastDelay	0.13256	132560	1	3
5.35631	Node12	0	2504	FullDelay	3.61631	3.61631e+06	5	3
5.36488	Node12	0	2542	LastDelay	0.132628	132628	1	3
5.36488	Node12	0	2542	FullDelay	3.61538	3.61538e+06	5	3
5.37345	Node12	0	2580	LastDelay	0.132696	132696	1	3
5.37345	Node12	0	2580	FullDelay	3.61445	3.61445e+06	5	3
5.38201	Node12	0	2618	LastDelay	0.132764	132764	1	3
5.38201	Node12	0	2618	FullDelay	3.61351	3.61351e+06	5	3
5.39058	Node12	0	2657	LastDelay	0.132582	132582	1	3
5.39058	Node12	0	2657	FullDelay	3.61233	3.61233e+06	5	3
5.39915	Node12	0	2695	LastDelay	0.13265	132650	1	3
5.39915	Node12	0	2695	FullDelay	3.6114	3.6114e+06	5	3
5.40772	Node12	0	2734	LastDelay	0.132718	132718	1	3
5.40772	Node12	0	2734	FullDelay	3.61022	3.61022e+06	5	3
5.41629	Node12	0	2772	LastDelay	0.132536	132536	1	3
5.41629	Node12	0	2772	FullDelay	3.60929	3.60929e+06	4	3
5.42485	Node12	0	2808	LastDelay	0.132854	132854	1	3
5.42485	Node12	0	2808	FullDelay	3.60885	3.60885e+06	4	3
5.43342	Node12	0	2846	LastDelay	0.132672	132672	1	3
5.43342	Node12	0	2846	FullDelay	3.60792	3.60792e+06	4	3
5.44199	Node12	0	2885	LastDelay	0.13249	132490	1	3
5.44199	Node12	0	2885	FullDelay	3.60674	3.60674e+06	4	3
5.45056	Node12	0	2921	LastDelay	0.132808	132808	1	3
5.45056	Node12	0	2921	FullDelay	3.60631	3.60631e+06	4	3
5.45913	Node12	0	2960	LastDelay	0.132626	132626	1	3
5.45913	Node12	0	2960	FullDelay	2.97413	2.97413e+06	4	3
5.46769	Node12	0	2997	LastDelay	0.132694	132694	1	3
5.46769	Node12	0	2997	FullDelay	2.97344	2.97344e+06	4	3
5.47626	Node12	0	3034	LastDelay	0.132762	132762	1	3
5.47626	Node12	0	3034	FullDelay	2.97276	2.97276e+06	4	3
5.48483	Node12	0	3072	LastDelay	0.13258	132580	1	3
5.48483	Node12	0	3072	FullDelay	2.97183	2.97183e+06	4	3
5.4934	Node12	0	3109	LastDelay	0.132648	132648	1	3
5.4934	Node12	0	3109	FullDelay	2.97115	2.97115e+06	4	3
5.50197	Node12	0	3146	LastDelay	0.132716	132716	1	3
5.50197	Node12	0	3146	FullDelay	2.97047	2.97047e+06	4	3
5.51053	Node12	0	3183	LastDelay	0.132784	132784	1	3
5.51053	Node12	0	3183	FullDelay	2.96978	2.96978e+06	4	3
5.5191	Node12	0	3223	LastDelay	0.132602	132602	1	3
5.5191	Node12	0	3223	FullDelay	2.96835	2.96835e+06	4	3
5.52767	Node12	0	3260	LastDelay	0.13267	132670	1	3
5.52767	Node12	0	3260	FullDelay	2.96767	2.96767e+06	4	3
5.53624	Node12	0	3297	LastDelay	0.132738	132738	1	3
5.53624	Node12	0	3297	FullDelay	2.96699	2.96699e+06	4	3
5.54481	Node12	0	3335	LastDelay	0.132556	132556	1	3
5.54481	Node12	0	3335	FullDelay	2.96606	2.96606e+06	4	3
5.55337	Node12	0	3371	LastDelay	0.132874	132874	1	3
5.55337	Node12	0	3371	FullDelay	2.96562	2.96562e+06	4	3
5.56194	Node12	0	3409	LastDelay	0.132692	132692	1	3
5.56194	Node12	0	3409	FullDelay	2.96469	2.96469e+06	4	3
5.57051	Node12	0	3447	LastDelay	0.13251	132510	1	3
5.57051	Node12	0	3447	FullDelay	2.96376	2.96376e+06	3	3
5.57908	Node12	0	3482	LastDelay	0.132828	132828	1	3
5.57908	Node12	0	3482	FullDelay	2.96358	2.96358e+06	3	3
5.58765	Node12	0	3519	LastDelay	0.132646	132646	1	3
5.58765	Node12	0	3519	FullDelay	2.9629	2.9629e+06	3	3
5.59621	Node12	0	3555	LastDelay	0.132714	132714	1	3
5.59621	Node12	0	3555	FullDelay	2.96246	2.96246e+06	3	3
5.60478	Node12	0	3591	LastDelay	0.132782	132782	1	3
5.60478	Node12	0	3591	FullDelay	2.96203	2.96203e+06	3	3
5.61335	Node12	0	3628	LastDelay	0.1326	132600	1	3
5.61335	Node12	0	3628	FullDelay	2.1846	2.1846e+06	3	3
5.62192	Node12	0	3664	LastDelay	0.132668	132668	1	3
5.62192	Node12	0	3664	FullDelay	2.18417	2.18417e+06	3	3
5.63049	Node12	0	3700	LastDelay	0.132736	132736	1	3
5.63049	Node12	0	3700	FullDelay	2.18374	2.18374e+06	3	3
5.63905	Node12	0	3736	LastDelay	0.132804	132804	1	3
5.63905	Node12	0	3736	FullDelay	2.1833	2.1833e+06	3	3
5.64762	Node12	0	3773	LastDelay	0.132622	132622	1	3
5.64762	Node12	0	3773	FullDelay	2.18262	2.18262e+06	3	3
5.65619	Node12	0	3810	LastDelay	0.13244	132440	1	3
5.65619	Node12	0	3810	FullDelay	2.18194	2.18194e+06	3	3
5.66476	Node12	0	3845	LastDelay	0.132758	132758	1	3
5.66476	Node12	0	3845	FullDelay	2.18176	2.18176e+06	3	3
5.67333	Node12	0	3882	LastDelay	0.132576	132576	1	3
5.67333	Node12	0	3882	FullDelay	2.18108	2.18108e+06	3	3
5.68189	Node12	0	3917	LastDelay	0.132894	132894	1	3
5.68189	Node12	0	3917	FullDelay	2.18089	2.18089e+06	3	3
5.69046	Node12	0	3955	LastDelay	0.132712	132712	1	3
5.69046	Node12	0	3955	FullDelay	2.17996	2.17996e+06	3	3
5.69903	Node12	0	3992	LastDelay	0.13253	132530	1	3
5.69903	Node12	0	3992	FullDelay	2.17928	2.17928e+06	3	3
5.7076	Node12	0	4027	LastDelay	0.132848	132848	1	3
5.7076	Node12	0	4027	FullDelay	2.1791	2.1791e+06	3	3
5.71617	Node12	0	4064	LastDelay	0.132666	132666	1	3
5.71617	Node12	0	4064	FullDelay	2.17842	2.17842e+06	3	3
5.72473	Node12	0	4100	LastDelay	0.132734	132734	1	3
5.72473	Node12	0	4100	FullDelay	2.17798	2.17798e+06	3	3
5.7333	Node12	0	4137	LastDelay	0.132552	132552	1	3
5.7333	Node12	0	4137	FullDelay	2.1773	2.1773e+06	2	3
5.74187	Node12	0	4172	LastDelay	0.13262	132620	1	3
5.74187	Node12	0	4172	FullDelay	2.17712	2.17712e+06	2	3
5.75044	Node12	0	4207	LastDelay	0.132688	132688	1	3
5.75044	Node12	0	4207	FullDelay	2.17694	2.17694e+06	2	3
5.75901	Node12	0	4243	LastDelay	0.132506	132506	1	3
5.75901	Node12	0	4243	FullDelay	2.17651	2.17651e+06	2	3
5.76757	Node12	0	4277	LastDelay	0.132824	132824	1	3
5.76757	Node12	0	4277	FullDelay	2.17657	2.17657e+06	2	3
5.77614	Node12	0	4313	LastDelay	0.132642	132642	1	3
5.77614	Node12	0	4313	FullDelay	1.25389	1.25389e+06	2	3
5.78471	Node12	0	4349	LastDelay	0.13246	132460	1	3
5.78471	Node12	0	4349	FullDelay	1.25346	1.25346e+06	2	3
5.79328	Node12	0	4383	LastDelay	0.132778	132778	1	3
5.79328	Node12	0	4383	FullDelay	1.25353	1.25353e+06	2	3
5.80185	Node12	0	4419	LastDelay	0.132596	132596	1	3
5.80185	Node12	0	4419	FullDelay	1.2531	1.2531e+06	2	3
5.81041	Node12	0	4454	LastDelay	0.132664	132664	1	3
5.81041	Node12	0	4454	FullDelay	1.25291	1.25291e+06	2	3
5.81898	Node12	0	4489	LastDelay	0.132732	132732	1	3
